"id","title","referenced_id","referenced_class"
1763,distilled water,"2851",Heading
1764,"distributors, asphalt, bitumen, tar and tarmacadam","8479",Heading
1765,"distributors, fertilizer and seed","8432",Heading
1766,dithionites,"2831",Heading
1767,divan beds,"9403",Heading
1768,"divan seats, whether or not convertible into beds","9401",Heading
1769,dividing heads for machine tools,"8466",Heading
1770,diving chambers,"8479",Heading
1771,"dobbies, textile","8448",Heading
1772,document cases,"4202",Heading
1773,documents for title,"4907",Heading
1774,dogs,"0106",Heading
1775,dog chews,"2309",Heading
1776,dog/animal shampoo,"3307",Heading
1777,dolls,"9503",Heading
1778,"dolomite, crude","2518",Heading
1779,dom palm seeds,"1404",Heading
1780,dom nuts,"1404",Heading
1781,domestic glassware,"7013",Heading
1782,dongle,"8473",Heading
1783,door chimes,"8531",Heading
1784,door eyes,"9013",Heading
1785,"doors and door frames, aluminium","7610",Heading
1786,"doors and frames, plastic","3925",Heading
1787,"doors and door frames, wood","4418",Heading
1788,"door and dorr frames, iron or steel, for buildings","7308",Heading
1789,double bridges,"9030",Heading
1790,"doubling machines, textile","8445",Heading
1791,down,"0505",Heading
1792,drafting machines,"9017",Heading
1793,"drain pipes, ceramic","6906",Heading
1794,"drained fruit, fruit peel and parts of plants","2006",Heading
1795,"drams (dynamic random access memories), mounted on boards, designed specifically for computers","8473",Heading
1796,"drams (dynamic random, access memories), mounted on boards, for general use","8548",Heading
1797,draught - excluders,"5601",Heading
1798,draught - regulators,"9032",Heading
1799,draught - screens,"9403",Heading
1800,drawers (furniture),"9403",Heading
1801,drawing instruments,"9017",Heading
1802,drawing knives,"8205",Heading
1803,drawing chalks and charcoals,"9609",Heading
1804,"drawing pins, iron or steel (except copper headed)","7317",Heading
1805,"drawing pins, copper headed","7415",Heading
1806,"drawings, executed entirely by hand","9701",Heading
1807,"drawings, industrial, architectural, etc","4906",Heading
1808,drawn wood,"4409",Heading
1809,dredgers,"8905",Heading
1810,dregs - brewing,"2303",Heading
1811,dregs - oil,"1522",Heading
1812,dress patterns - paper,"4823",Heading
1813,dress patterns - textile,"6307",Heading
1814,dressers,"9403",Heading
1815,dresses - knitted or crocheted women's or girls,"6104",Heading
1816,dresses - other than knitted or crocheted women's or girls,"6204",Heading
1817,dressing gowns,"6107",Heading
1818,"dressing - for textiles, paper or leather","3809",Heading
1819,dressings for medical and surgical,"3005",Heading
1820,"driers - agricultural, mechanical","8419",Heading
1821,driers - prepared,"3211",Heading
1822,"drill, cotton fabric","5208",Heading
1823,"drilling machines, metal working - not hand held","8459",Heading
1824,"drills, not electric","8205",Heading
1825,"drills, agricultural","8432",Heading
1826,"drills, twist i.e drill bits","8207",Heading
1827,drip mats,"6302",Heading
1828,dross,"2619",Heading
1829,drugget,"5702",Heading
1830,"drums, wood for packing goods","4415",Heading
1831,"drums, aluminium","7612",Heading
1832,"drums, musical","9206",Heading
1833,"drums, iron or steel","7309",Heading
1834,"dry cleaners, laundering","8451",Heading
1835,dry cell batteries,"8506",Heading
1836,"dryers, tumble","8451",Heading
1837,"dryers, spin","8421",Heading
1838,duchesse lace,"5804",Heading
1839,"duck, cotton fabric","5209",Heading
1840,ducks,"0105",Heading
1841,"dummies, tailor etc","9618",Heading
1842,dumpers and dump trucks,"8704",Heading
1843,"duplicators, hectograph and stencil","8472",Heading
1844,durra,"1007",Heading
1845,dust and powder of natural or synthetic precious or semi precious stones,"7105",Heading
1846,"dust, textile","5601",Heading
1847,"dusters, textile","6307",Heading
1848,"dusters, feather","9603",Heading
1849,"duvets, padded or stuffed","9404",Heading
1850,dvd player,"8521",Heading
1851,"dvd player and monitor, portable","8528",Heading
1852,dvd recorder player,"8521",Heading
1853,dvd recorded,"8523",Heading
1854,dvd unrecorded,"8523",Heading
1855,dwelling houses and other buildings prefabricated,"9406",Heading
1856,"dye extracts, vegetable","3203",Heading
1857,dye raw vegetable material for,"1404",Heading
1858,dye machinery for textiles,"8451",Heading
1859,dyes and dyestuffs,"3201",Heading
1860,"dyes, hair","3305",Heading
1861,"dye stuffs, intermediate products","2921",Heading
1862,dynamites,"3602",Heading
1863,dynamos,"8511",Heading
1864,"earth colours, natural","2530",Heading
1865,earth boring machinery,"8430",Heading
1866,earth moving machinery,"8429",Heading
1867,earthenware,"69",Chapter
1868,easels,"9403",Heading
1869,eau de cologne,"3303",Heading
1870,"ebonite, and articles of","4017",Heading
1871,"ecaussine, worked and articles thereof","6802",Heading
1872,ecclesiastical goods - garments,"6114",Heading
1873,eccelsiastical goods - headgear,"6505",Heading
1874,echo sounding or detection instruments,"9015",Heading
1875,"econmisers, for boilers","8404",Heading
1876,"edible offal, meat - fresh chilled frozen","0206",Heading
1877,"edible offal, meat - salted, in brine, dried or smoked","0210",Heading
1878,"edible offal, poultry (other than liver)","0207",Heading
1879,eel-grass,"1402",Heading
1880,eel pots of iron or steel,"7326",Heading
1881,egg grading machines,"8433",Heading
1882,egg whites (ovalbumin),"3502",Heading
1883,eggs and yolks,"0407",Heading
1884,"eggs, fish for hatching","0511",Heading
1885,eiderdown cases,"6302",Heading
1886,eiderdowns (stuffed furnishings),"9404",Heading
1887,elastic (rubber) thread - textile covered,"5604",Heading
1888,elastic (rubber) thread - other than textile covered,"4007",Heading
1889,electric current,"2716",Heading
1890,electric golf trolleys,"8704",Heading
1891,electric lamp making machines,"8475",Heading
1892,electric sockets,"8536",Heading
1893,"electrical apparatus, appliances and machinery - accumulators","8507",Heading
1894,"electrical apparatus, appliances and machinery - alarms, burglar and fire","8531",Heading
1895,"amplifiers, audio-frequency","8542",Heading
1896,batteries and cells,"8506",Heading
1897,capacitors,"8532",Heading
1898,carbons,"8545",Heading
1899,circuit breakers,"8535",Heading
1900,"coffee or tea makers, domestic","8516",Heading
1901,"coffee or tea maker, industrial","8419",Heading
1902,"conduit tubing - of base metal, lined with insulating material","8547",Heading
1903,conduit tubing - of iron or steel unlined,"7303",Heading
1904,connectors,"8535",Heading
1905,contactors,"8535",Heading
1906,control and automatic starter cabinets,"8537",Heading
1907,control equipment,"8537",Heading
1908,controllers for motors,"8535",Heading
1909,control panels,"8537",Heading
1910,"cooking, domestic, including microwave ovens","8516",Heading
1911,"cooking, industrial and laboratory including microwave ovens","8514",Heading
1912,electric blankets,"6301",Heading
1913,"electrical parts of machinery, not elsewhere specified","8548",Heading
1914,electro magnets,"8505",Heading
1915,extractor hoods,"8414",Heading
1916,fans,"8414",Heading
1917,filament and discharge lamps i.e. bulbs,"8539",Heading
1918,"floor polishers and scrubbers, domestic","8509",Heading
1919,fluorescent lamps/bulbs,"8539",Heading
1920,"food mixers, domestic","8509",Heading
1921,"food processors, liquidisers and blenders","8509",Heading
1922,circuit breakers,"8535",Heading
1923,for making connections to or in electrical circuits,"8535",Heading
1924,for protecting electrical circuits,"8535",Heading
1925,fruit juice extractors,"8509",Heading
1926,"furnaces, industrial and laboratory","8514",Heading
1927,fuses and fuse gear,"8535",Heading
1928,generating sets,"8502",Heading
1929,generators,"8501",Heading
1930,hair clippers,"8510",Heading
1931,"hand tools, pneumatic, hydraulic or with motor","8467",Heading
1932,hats and other headgear,"65",Chapter
1933,"heaters, domestic","8516",Heading
1934,heaters for motor vehicles,"8516",Heading
1935,"heaters, industrial and laboratory","8514",Heading
1936,induction and dielectric heating ang cooking apparatus,"8514",Heading
1937,"insulated wire, cable, bars, strips","8544",Heading
1938,insulating fittings,"8547",Heading
1939,insulators,"8546",Heading
1940,kettles,"8516",Heading
1941,lamp holders,"8536",Heading
1942,"lamps (bulbs, tubes)","8539",Heading
1943,"lighters, cigarette","9613",Heading
1944,lighting fittings,"9405",Heading
1945,local area network apparatus,"8517",Heading
1946,"monitors, video","8528",Heading
1947,"monitors, video with a digital visual interface (dvi) connector","8528",Heading
1948,micro switches,"8528",Heading
1949,motor generator sets,"8502",Heading
1950,motors and parts,"8501",Heading
1951,non automatic starters,"8535",Heading
1952,potentiometers (resistors),"8533",Heading
1953,radar,"8526",Heading
1954,radio,"8525",Heading
1955,rectifying apparatus,"8504",Heading
1956,relays,"8535",Heading
1957,resistors,"8516",Heading
1958,rotary converters,"8502",Heading
1959,rotors and stators (unwound),"8503",Heading
1960,electric shavers,"8510",Heading
1961,signalling equipment,"8512",Heading
1962,smoothing iron,"8516",Heading
1963,space heaters,"8516",Heading
1964,starters and discharge tubes,"8539",Heading
1965,starting and ignition equipment for internal combustion engines,"8511",Heading
1966,switchboards - telephonic,"8517",Heading
1967,switchboards - other,"8537",Heading
1968,switches,"8535",Heading
1969,synchros,"8504",Heading
1970,telecommunications apparatus,"8517",Heading
1971,televisions,"8528",Heading
1972,toasters,"8516",Heading
1973,traffic control,"8530",Heading
1974,transformers,"8504",Heading
1975,"vacuum cleaners, domestic","8508",Heading
1976,valves and tubes,"8540",Heading
1977,"water heaters, instantaneous or storage","8516",Heading
1978,"welding, soldering and brazing","8515",Heading
1979,wide area network apparatus,"8517",Heading
1980,electricity energy,"2716",Heading
1981,electricity supply or production meters,"9028",Heading
1982,"electro-chemical machines, metal working","8456",Heading
1983,electro magnets,"8505",Heading
1984,electro medical apparatus,"9018",Heading
1985,electro plating anodes (casting) - copper,"7419",Heading
1986,electro plating anodes (casting) - nickel,"7508",Heading
1987,electro plating anodes (casting) - zinc,"7907",Heading
1988,electrodes - carbon,"8545",Heading
1989,electrodes - discharge carbon,"8545",Heading
1990,electrodes - molybdenum,"8102",Heading
1991,electrodes - welding coated or cored with flux materials of base metal,"8311",Heading
1992,electrolysis machines,"8543",Heading
1993,electrolytic copper unwrought,"7403",Heading
1994,electron accelerators,"8543",Heading
1995,electron microscopes,"9012",Heading
1996,electron optical valves and tubes,"8540",Heading
1997,electronic integrated circuit manufacturing or assembly devices,"8486",Heading
1998,electronic integrated circuits,"8542",Heading
1999,electronic microcircuits,"8542",Heading
2000,"elements, chemical, radio active","2844",Heading
2001,"elevator bands, belting and belts","4205",Heading
2002,"elevators, for goods","8428",Heading
2003,"elevators, liquid","8413",Heading
2004,"emblems, textile - embroidered","5810",Heading
2005,"emblems, textile - not embroidered","5807",Heading
2006,embossing machines - calendars,"8420",Heading
2007,embossing machines - for paper,"8439",Heading
2008,embossing machines - for metal,"8420",Heading
2009,embroidery machine,"8447",Heading
2010,"embroidery stilettos, iron or steel","7319",Heading
2011,"embroidery in piece, strips or motif","5810",Heading
2012,embryos animal,"0511",Heading
2013,"emery, crude","2513",Heading
2014,emulsifiers,"3402",Heading
2015,emulsion paint,"3209",Heading
2016,"enamel glass, in the mass","7001",Heading
2017,"enamels, verifiable","3207",Heading
2018,"enamels, painter's","3208",Heading
2019,encyclopaedias in paper form,"4901",Heading
2020,end mills,"8207",Heading
2021,engineering plans and drawings,"4906",Heading
2022,engines - dental drills,"9018",Heading
2023,engines - electric,"8501",Heading
2024,engines - engine pods (aircraft),"8803",Heading
2025,engines - miniature (not electric),"9503",Heading
2026,engines - model,"9023",Heading
2027,engines - other,"8407",Heading
2028,engraving machine tools - for glass,"8424",Heading
2029,engraving machine tools - for metal,"8459",Heading
2030,engraving machine tools - for stone,"8464",Heading
2031,engraving machine tools - for wood,"8465",Heading
2032,engraving machine tools - power operated,"8467",Heading
2033,"engravings, original","9702",Heading
2034,enlargers,"9008",Heading
2035,ensembles,"6103",Heading
2036,entry phone systems,"8517",Heading
2037,envelopes - balloon and dirigible,"8803",Heading
2038,envelopes - glass,"7011",Heading
2039,envelopes - paper,"4817",Heading
2040,envelopes - straw,"4602",Heading
2041,envelopes - valve and tubes,"8540",Heading
2042,envelope making machines,"8441",Heading
2043,enzymes prepared,"3507",Heading
2044,epaulettes,"6217",Heading
2045,epoxide resins,"3907",Heading
2046,epoxides,"2910",Heading
2047,"erasers, rubber","4016",Heading
2048,"erasers, plastic","3926",Heading
2049,escalators,"8428",Heading
2050,escape chutes,"8803",Heading
2051,esparto,"1404",Heading
2052,esparto wax,"1521",Heading
2053,esparto pulp,"4706",Heading
2054,essences,"2101",Heading
2055,"essential oils, extracted oleoresins","3301",Heading
2056,"esters, inorganic","2919",Heading
2057,etchings original,"9702",Heading
2058,ethers,"2909",Heading
2059,ethyl alcohol,"2207",Heading
2060,ethylcellulose in primary forms,"3912",Heading
2061,evaporated salt,"2501",Heading
2062,evaporators for refrigerators and refrigerating equipment,"8418",Heading
2063,"evaporators, other","8419",Heading
2064,ewers - ceramic,"6911",Heading
2065,excavating machinery,"8429",Heading
2066,excursion boats,"8901",Heading
2067,"exhausters, air or gas","8414",Heading
2068,"expanded metal, iron or steel","7314",Heading
2069,expanded vinyl's,"3921",Heading
2070,"expanded metal, aluminium","7616",Heading
2071,expanded polystyrene sheets,"3921",Heading
2072,"expansion meters, non electric","9027",Heading
2073,explosives,"36",Chapter
2074,exposure meters,"9027",Heading
2075,"extenders, compounded, for paints","3824",Heading
2076,extractor hoods,"8414",Heading
2077,extracts - chicory,"2101",Heading
2078,extracts - coffee,"2101",Heading
2079,extracts - hop,"1302",Heading
2080,extracts - liquorice,"1302",Heading
2081,extracts - malt,"1901",Heading
2082,extracts - meat,"1603",Heading
